,Condition,List,Participant,Phase,PresentationID,TrialID,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,White Space_to_target,White Space_to_foil,White Space_to_distractor,distractor_to_White Space,target_fixate_dur,foil_fixate_dur,distractor_fixate_dur
558,ambiguous,D,P04,elmo,15,D5,car2,car1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.9000000000001,0.0,0.0
559,ambiguous,D,P04,elmo,16,D1,bike2,bike1,candle,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.7,0.0,133.3
560,ambiguous,B,P30,elmo,1,B7,toothbrush2,toothbrush1,door,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,966.3,166.7
561,control,B,P30,elmo,2,B13,car2,cat1,dolphin,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.3,0.0,0.0
562,ambiguous,B,P30,elmo,3,B3,clock2,clock1,cake,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1,699.9,0.0
563,control,B,P30,elmo,4,B12,bus2,car1,flashlight,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.9,300.2,0.0
564,ambiguous,B,P30,elmo,5,B6,spoon2,spoon1,comb,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,166.7,0.0
565,control,B,P30,elmo,6,B16,dog2,bike1,rainbow,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.6,0.0,0.0
566,control,B,P30,elmo,7,B15,chair2,dog1,kangaroo,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,166.8,1066.5
567,control,B,P30,elmo,8,B10,bird2,book1,playground,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,566.5,0.0,566.7
568,ambiguous,B,P30,elmo,9,B4,cup2,cup1,dress,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,766.6,0.0
569,ambiguous,B,P30,elmo,10,B5,shoe2,shoe1,paintbrush,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,399.9
570,control,B,P30,elmo,11,B9,bike2,bird1,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.9,0.0,0.0
571,ambiguous,B,P30,elmo,12,B1,fish2,fish1,playdoh,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.6,766.5999999999999,266.5
572,control,B,P30,elmo,13,B11,book2,bus1,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,700.0,0.0
573,control,B,P30,elmo,14,B14,cat2,chair1,hairbrush,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.1,266.7,0.0
574,ambiguous,B,P30,elmo,15,B8,tree2,flower1,pencil,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,700.0999999999999,300.0,100.0
575,ambiguous,B,P30,elmo,16,B2,flower2,flower1,cane,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,899.7,0.0,0.0
576,ambiguous,D,P21,elmo,1,D1,bike2,bike1,candle,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.4,300.1,0.0
577,control,D,P21,elmo,2,D10,flower2,cup1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
578,ambiguous,D,P21,elmo,3,D6,cat2,cat1,brush,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,333.29999999999995,0.0,0.0
579,ambiguous,D,P21,elmo,4,D2,bird2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.1,0.0,0.0
580,control,D,P21,elmo,5,D16,tree2,fish1,pencil,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,control,D,P21,elmo,6,D15,toothbrush2,tree1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,ambiguous,D,P21,elmo,7,D7,chair2,chair1,kangaroo,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,ambiguous,D,P21,elmo,8,D3,book2,book1,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.9,0.0,0.0
584,ambiguous,D,P21,elmo,9,D4,bus2,bus1,torch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,control,D,P21,elmo,10,D13,shoe2,spoon1,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,ambiguous,D,P21,elmo,11,D5,car2,car1,dolphin,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.8,99.9,0.0
587,ambiguous,D,P21,elmo,12,D8,dog2,dog1,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.7,0.0,0.0
588,control,D,P21,elmo,13,D12,clock2,shoe1,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,control,D,P21,elmo,14,D11,cup2,clock1,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6,0.0
590,control,D,P21,elmo,15,D9,fish2,flower1,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,833.3
591,control,D,P21,elmo,16,D14,spoon2,toothbrush1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.2,0.0
592,control,A,P01,elmo,1,A14,cat1,chair2,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.5,0.0,0.0
593,ambiguous,A,P01,elmo,2,A2,flower2,flower1,cane,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3,100.1,0.0
594,ambiguous,A,P01,elmo,3,A7,toothbrush2,toothbrush1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,ambiguous,A,P01,elmo,4,A4,cup2,cup1,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.6,0.0,0.0
596,control,A,P01,elmo,5,A12,bus1,car2,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.9,0.0,0.0
597,control,A,P01,elmo,6,A11,book2,bird1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.9,0.0,0.0
598,control,A,P01,elmo,7,A10,book1,bus2,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.5,0.0,0.0
599,control,A,P01,elmo,8,A16,dog1,bike2,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.6,0.0,0.0
600,control,A,P01,elmo,9,A13,car1,cat2,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.7,0.0,0.0
601,ambiguous,A,P01,elmo,10,A5,shoe1,shoe2,paintbrush,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,ambiguous,A,P01,elmo,11,A1,fish1,fish2,playdoh,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,ambiguous,A,P01,elmo,12,A8,flower1,tree2,pencil,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.4,333.0,0.0
604,ambiguous,A,P01,elmo,13,A3,clock1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.5
605,ambiguous,A,P01,elmo,14,A6,spoon1,spoon2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,266.5
606,control,A,P01,elmo,15,A15,chair1,dog2,kangaroo,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,433.0,0.0
607,control,A,P01,elmo,16,A9,bike1,bird2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
608,control,C,P07,elmo,1,C14,spoon1,toothbrush2,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,533.2
609,ambiguous,C,P07,elmo,2,C2,bird1,bird2,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.5,0.0,0.0
610,control,C,P07,elmo,3,C11,cup1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.3,0.0,0.0
611,ambiguous,C,P07,elmo,4,C1,bike1,bike2,candle,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,0.0,0.0
612,ambiguous,C,P07,elmo,5,C3,book1,book2,apple,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,500.0,0.0
613,control,C,P07,elmo,6,C15,toothbrush1,tree2,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.1999999999999,0.0,0.0
614,control,C,P07,elmo,7,C12,clock1,shoe2,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,533.1,0.0,0.0
615,control,C,P07,elmo,8,C16,tree1,fish2,pencil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.6,0.0
616,ambiguous,C,P07,elmo,9,C5,car1,car2,dolphin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.5,0.0,0.0
617,ambiguous,C,P07,elmo,10,C8,dog1,dog2,rainbow,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6,600.1,0.0
618,control,C,P07,elmo,11,C10,flower1,cup2,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.6,0.0,0.0
619,ambiguous,C,P07,elmo,12,C7,chair1,chair2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,control,C,P07,elmo,13,C9,fish1,flower2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.1,0.0
621,ambiguous,C,P07,elmo,14,C4,bus1,bus2,torch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.9,0.0,0.0
622,control,C,P07,elmo,15,C13,shoe1,spoon2,paintbrush,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.9,366.6,466.7
623,ambiguous,C,P07,elmo,16,C6,cat1,cat2,brush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,ambiguous,B,P02,elmo,1,B5,shoe2,shoe1,paintbrush,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,232.7,166.6,0.0
625,control,B,P02,elmo,2,B13,car2,cat1,dolphin,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,433.1,0.0,333.4
626,ambiguous,B,P02,elmo,3,B2,flower2,flower1,cane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,866.8,0.0,134.3
627,ambiguous,B,P02,elmo,4,B4,cup2,cup1,dress,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.5,0.0
628,ambiguous,B,P02,elmo,5,B8,tree2,flower1,pencil,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9,0.0,0.0
629,control,B,P02,elmo,6,B16,dog2,bike1,rainbow,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.3,0.0
630,control,B,P02,elmo,7,B10,bird2,book1,playground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,control,B,P02,elmo,8,B14,cat2,chair1,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,ambiguous,B,P02,elmo,9,B3,clock2,clock1,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,ambiguous,B,P02,elmo,10,B7,toothbrush2,toothbrush1,door,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,control,B,P02,elmo,11,B11,book2,bus1,apple,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
635,ambiguous,B,P02,elmo,12,B6,spoon2,spoon1,comb,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
636,ambiguous,B,P02,elmo,13,B1,fish2,fish1,chair,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6,0.0,0.0
637,control,B,P02,elmo,14,B15,chair2,dog1,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.20000000000005,0.0,0.0
638,control,B,P02,elmo,15,B12,bus2,car1,flashlight,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,control,B,P02,elmo,16,B9,bike2,bird1,candle,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.4,0.0,0.0
640,control,A,P33,elmo,1,A12,bus1,car2,flashlight,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.8,566.5,0.0
641,ambiguous,A,P33,elmo,2,A4,cup1,cup2,dress,None,None,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,366.7,0.0,99.6
642,control,A,P33,elmo,3,A11,book2,bird1,playground,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3,566.5,0.0
643,control,A,P33,elmo,4,A16,dog1,bike2,rainbow,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,333.3,266.7,599.8
644,control,A,P33,elmo,5,A10,book1,bus2,apple,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.6,300.0,0.0
645,ambiguous,A,P33,elmo,6,A7,toothbrush1,toothbrush2,door,None,None,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,466.6,0.0,0.0
646,control,A,P33,elmo,7,A13,car1,cat2,dolphin,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,633.3,0.0,466.6
647,control,A,P33,elmo,8,A14,cat1,chair2,hairbrush,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.1999999999998,0.0,0.0
648,ambiguous,A,P33,elmo,9,A6,spoon1,spoon2,comb,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,166.6,133.6
649,ambiguous,A,P33,elmo,10,A2,flower2,flower1,cane,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1033.3000000000002,0.0
650,control,A,P33,elmo,11,A9,bike1,bird2,candle,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,266.7,233.3,633.3
651,control,A,P33,elmo,12,A15,chair1,dog2,kangaroo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1133.1
652,ambiguous,A,P33,elmo,13,A1,fish1,fish2,playdoh,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,766.5,266.6
653,ambiguous,A,P33,elmo,14,A3,clock1,clock2,cake,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.5,0.0
654,ambiguous,A,P33,elmo,15,A5,shoe1,shoe2,paintbrush,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,766.5,200.0
655,ambiguous,A,P33,elmo,16,A8,flower1,tree2,pencil,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.3,466.6
