participant,TrialID,PresentationID,List,condition,phase,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,distractor_to_White Space,White Space_to_target,White Space_to_foil,White Space_to_distractor
P31,C3,6,C,ambig,start,book1,book2,torch,1,1,0,1,0,1,1,0,0,1,1,0,0,1
P31,C3,6,C,ambig,elmo,book1,book2,torch,1,1,1,0,0,1,0,0,1,0,0,0,0,0
P31,C3,6,C,ambig,500ms,book1,book2,torch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P31,C3,6,C,ambig,peppa,book1,book2,torch,1,1,0,0,0,0,0,1,0,0,0,0,0,0
P31,C12,7,C,control,start,clock1,shoe2,dress,0,0,1,1,0,1,1,0,1,1,0,0,0,0
P31,C12,7,C,control,elmo,clock1,shoe2,dress,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P31,C12,7,C,control,500ms,clock1,shoe2,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C12,7,C,control,peppa,clock1,shoe2,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C15,8,C,control,start,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,1,0,0,0,0,1
P31,C15,8,C,control,elmo,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C15,8,C,control,500ms,toothbrush1,tree2,door,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P31,C15,8,C,control,peppa,toothbrush1,tree2,door,0,0,0,0,0,1,1,0,0,1,0,0,1,0
P31,C11,9,C,control,start,cup1,clock2,cake,0,0,1,1,0,0,1,1,1,0,1,1,1,0
P31,C11,9,C,control,elmo,cup1,clock2,cake,0,0,0,3,0,1,0,0,2,0,0,0,0,0
P31,C11,9,C,control,500ms,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C11,9,C,control,peppa,cup1,clock2,cake,0,0,0,0,1,1,1,0,0,1,1,0,1,1
P31,C2,10,C,ambig,start,bird1,bird2,playground,0,0,0,2,0,0,0,0,1,0,0,0,0,0
P31,C2,10,C,ambig,elmo,bird1,bird2,playground,0,0,2,0,0,2,0,0,1,0,0,0,0,0
P31,C2,10,C,ambig,500ms,bird1,bird2,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C2,10,C,ambig,peppa,bird1,bird2,playground,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P31,C7,11,C,ambig,start,chair1,chair2,kangaroo,1,1,0,1,0,0,0,0,1,0,0,0,0,0
P31,C7,11,C,ambig,elmo,chair1,chair2,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P31,C7,11,C,ambig,500ms,chair1,chair2,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P31,C7,11,C,ambig,peppa,chair1,chair2,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P31,C13,12,C,control,start,shoe1,spoon2,paintbrush,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P31,C13,12,C,control,elmo,shoe1,spoon2,paintbrush,0,0,1,1,0,0,0,0,2,0,0,0,0,0
P31,C13,12,C,control,500ms,shoe1,spoon2,paintbrush,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P31,C13,12,C,control,peppa,shoe1,spoon2,paintbrush,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P31,C1,13,C,ambig,start,bike1,bike2,candle,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P31,C1,13,C,ambig,elmo,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P31,C1,13,C,ambig,500ms,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C1,13,C,ambig,peppa,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C10,14,C,control,start,flower1,cup2,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C10,14,C,control,elmo,flower1,cup2,cane,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P31,C10,14,C,control,500ms,flower1,cup2,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C10,14,C,control,peppa,flower1,cup2,cane,0,0,1,1,0,2,0,0,0,0,0,0,0,0
P31,C5,15,C,ambig,start,car1,car2,dolphin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C5,15,C,ambig,elmo,car1,car2,dolphin,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P31,C5,15,C,ambig,500ms,car1,car2,dolphin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C5,15,C,ambig,peppa,car1,car2,dolphin,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P31,C8,16,C,ambig,start,dog1,dog2,rainbow,0,0,0,1,0,0,0,1,0,1,0,0,0,0
P31,C8,16,C,ambig,elmo,dog1,dog2,rainbow,0,0,1,0,1,1,0,0,1,0,0,0,0,1
P31,C8,16,C,ambig,500ms,dog1,dog2,rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31,C8,16,C,ambig,peppa,dog1,dog2,rainbow,0,0,0,0,0,0,2,0,0,2,0,0,0,0
P08,D14,1,D,control,start,spoon2,toothbrush1,comb,0,0,1,1,1,0,1,0,3,0,0,0,0,1
P08,D14,1,D,control,elmo,spoon2,toothbrush1,comb,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P08,D14,1,D,control,500ms,spoon2,toothbrush1,comb,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P08,D14,1,D,control,peppa,spoon2,toothbrush1,comb,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P08,D4,2,D,ambig,start,bus1,bus2,torch,0,0,0,1,0,1,0,0,0,1,1,0,1,0
P08,D4,2,D,ambig,elmo,bus1,bus2,torch,0,0,0,0,1,1,0,0,0,0,0,1,0,0
P08,D4,2,D,ambig,500ms,bus1,bus2,torch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D4,2,D,ambig,peppa,bus1,bus2,torch,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P08,D3,3,D,ambig,start,book2,book1,apple,0,0,0,1,2,1,0,0,1,1,0,0,0,1
P08,D3,3,D,ambig,elmo,book2,book1,apple,0,0,2,0,0,0,1,0,1,0,0,1,0,0
P08,D3,3,D,ambig,500ms,book2,book1,apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P08,D3,3,D,ambig,peppa,book2,book1,apple,0,0,2,0,0,1,0,1,0,0,0,1,0,0
P08,D5,4,D,ambig,start,car2,car1,dolphin,0,0,1,1,0,0,1,0,1,1,0,0,0,0
P08,D5,4,D,ambig,elmo,car2,car1,dolphin,0,0,0,1,0,1,0,0,1,0,0,0,0,0
P08,D5,4,D,ambig,500ms,car2,car1,dolphin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P08,D5,4,D,ambig,peppa,car2,car1,dolphin,0,0,0,0,0,0,1,1,0,0,0,0,1,0
P08,D6,5,D,ambig,start,cat2,cat1,comb,0,0,2,0,0,1,0,0,1,0,0,0,0,0
P08,D6,5,D,ambig,elmo,cat2,cat1,comb,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P08,D6,5,D,ambig,500ms,cat2,cat1,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D6,5,D,ambig,peppa,cat2,cat1,comb,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P08,D7,6,D,ambig,start,chair2,chair1,kangaroo,0,1,0,1,0,0,0,0,1,0,0,0,0,1
P08,D7,6,D,ambig,elmo,chair2,chair1,kangaroo,0,1,2,0,0,1,1,0,1,0,0,0,0,0
P08,D7,6,D,ambig,500ms,chair2,chair1,kangaroo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P08,D7,6,D,ambig,peppa,chair2,chair1,kangaroo,0,1,1,0,0,1,0,0,0,1,0,0,0,0
P08,D10,7,D,control,start,flower2,cup1,cane,0,0,1,1,0,1,0,1,0,1,0,1,0,0
P08,D10,7,D,control,elmo,flower2,cup1,cane,0,0,1,0,0,0,0,0,1,0,0,0,0,1
P08,D10,7,D,control,500ms,flower2,cup1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D10,7,D,control,peppa,flower2,cup1,cane,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P08,D16,8,D,control,start,tree2,fish1,pencil,0,0,0,1,0,1,0,1,0,2,0,0,1,1
P08,D16,8,D,control,elmo,tree2,fish1,pencil,0,0,1,0,1,2,0,0,0,0,0,1,0,0
P08,D16,8,D,control,500ms,tree2,fish1,pencil,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P08,D16,8,D,control,peppa,tree2,fish1,pencil,0,0,1,1,0,1,0,0,0,1,0,1,0,0
P08,D8,9,D,ambig,start,dog2,dog1,rainbow,0,1,0,1,0,1,0,0,0,1,0,0,1,0
P08,D8,9,D,ambig,elmo,dog2,dog1,rainbow,0,1,1,0,1,2,0,0,0,0,0,1,0,0
P08,D8,9,D,ambig,500ms,dog2,dog1,rainbow,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P08,D8,9,D,ambig,peppa,dog2,dog1,rainbow,0,1,2,0,0,1,0,0,0,0,0,0,0,0
P08,D1,10,D,ambig,start,bike2,bike1,candle,0,0,1,1,0,1,0,0,1,0,0,0,0,0
P08,D1,10,D,ambig,elmo,bike2,bike1,candle,0,0,1,0,0,0,1,0,1,0,0,0,0,0
P08,D1,10,D,ambig,500ms,bike2,bike1,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D1,10,D,ambig,peppa,bike2,bike1,candle,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P08,D9,11,D,control,start,fish2,flower1,playdoh,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P08,D9,11,D,control,elmo,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P08,D9,11,D,control,500ms,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D9,11,D,control,peppa,fish2,flower1,playdoh,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P08,D2,12,D,ambig,start,bird2,bird1,playground,0,0,0,1,0,0,1,1,0,1,1,0,2,0
P08,D2,12,D,ambig,elmo,bird2,bird1,playground,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P08,D2,12,D,ambig,500ms,bird2,bird1,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D2,12,D,ambig,peppa,bird2,bird1,playground,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P08,D11,13,D,control,start,cup2,clock1,cake,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P08,D11,13,D,control,elmo,cup2,clock1,cake,0,0,0,1,0,0,1,0,1,1,0,0,0,0
P08,D11,13,D,control,500ms,cup2,clock1,cake,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P08,D11,13,D,control,peppa,cup2,clock1,cake,0,0,1,0,0,0,0,1,1,0,0,0,1,0
P08,D13,14,D,control,start,shoe2,spoon1,paintbrush,1,0,1,1,1,1,0,0,1,0,0,0,0,0
P08,D13,14,D,control,elmo,shoe2,spoon1,paintbrush,1,0,0,0,0,1,0,0,0,0,0,0,1,0
P08,D13,14,D,control,500ms,shoe2,spoon1,paintbrush,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D13,14,D,control,peppa,shoe2,spoon1,paintbrush,1,0,1,0,0,0,0,0,0,0,0,0,0,0
P08,D12,15,D,control,start,clock2,shoe1,dress,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P08,D12,15,D,control,elmo,clock2,shoe1,dress,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P08,D12,15,D,control,500ms,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D12,15,D,control,peppa,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08,D15,16,D,control,start,toothbrush2,tree1,door,0,0,0,0,0,0,0,0,0,1,0,0,0,1
P08,D15,16,D,control,elmo,toothbrush2,tree1,door,0,0,0,1,0,2,0,0,0,0,1,0,1,0
P08,D15,16,D,control,500ms,toothbrush2,tree1,door,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P08,D15,16,D,control,peppa,toothbrush2,tree1,door,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P09,A16,1,A,control,start,dog1,bike2,rainbow,0,0,1,2,0,2,0,0,0,2,0,1,0,0
P09,A16,1,A,control,elmo,dog1,bike2,rainbow,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P09,A16,1,A,control,500ms,dog1,bike2,rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A16,1,A,control,peppa,dog1,bike2,rainbow,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P09,A15,2,A,control,start,chair1,dog2,kangaroo,0,0,0,0,0,0,0,2,0,0,1,1,1,1
P09,A15,2,A,control,elmo,chair1,dog2,kangaroo,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P09,A15,2,A,control,500ms,chair1,dog2,kangaroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A15,2,A,control,peppa,chair1,dog2,kangaroo,0,0,0,0,0,1,0,1,0,1,0,0,1,0
P09,A9,3,A,control,start,bike1,bird2,candle,0,0,0,2,0,1,0,0,1,1,0,0,0,0
P09,A9,3,A,control,elmo,bike1,bird2,candle,0,0,0,0,1,0,0,1,1,0,0,0,0,1
P09,A9,3,A,control,500ms,bike1,bird2,candle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P09,A9,3,A,control,peppa,bike1,bird2,candle,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P09,A12,4,A,control,start,bus1,car2,flashlight,0,0,0,1,0,1,0,0,1,1,0,0,0,0
P09,A12,4,A,control,elmo,bus1,car2,flashlight,0,0,0,0,3,0,0,0,0,0,0,2,0,0
P09,A12,4,A,control,500ms,bus1,car2,flashlight,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P09,A12,4,A,control,peppa,bus1,car2,flashlight,0,0,0,0,0,0,0,1,0,0,0,0,1,0
P09,A4,5,A,ambig,start,cup1,cup2,dress,0,0,0,0,0,0,1,0,1,0,0,0,1,0
P09,A4,5,A,ambig,elmo,cup1,cup2,dress,0,0,0,1,1,0,0,0,1,0,0,1,0,0
P09,A4,5,A,ambig,500ms,cup1,cup2,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A4,5,A,ambig,peppa,cup1,cup2,dress,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P09,A1,6,A,ambig,start,fish1,fish2,playdoh,0,0,2,0,0,0,1,0,1,0,0,0,0,0
P09,A1,6,A,ambig,elmo,fish1,fish2,playdoh,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P09,A1,6,A,ambig,500ms,fish1,fish2,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A1,6,A,ambig,peppa,fish1,fish2,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A10,7,A,control,start,book1,bus2,apple,0,0,1,0,0,0,2,0,0,1,2,1,1,0
P09,A10,7,A,control,elmo,book1,bus2,apple,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P09,A10,7,A,control,500ms,book1,bus2,apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A10,7,A,control,peppa,book1,bus2,apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A7,8,A,ambig,start,toothbrush1,toothbrush2,door,0,0,0,1,0,1,1,0,1,1,0,0,0,0
P09,A7,8,A,ambig,elmo,toothbrush1,toothbrush2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A7,8,A,ambig,500ms,toothbrush1,toothbrush2,door,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P09,A7,8,A,ambig,peppa,toothbrush1,toothbrush2,door,0,0,0,0,1,1,0,0,0,0,0,0,0,0
P09,A6,9,A,ambig,start,spoon1,spoon2,comb,0,0,0,0,1,0,0,0,1,0,0,0,0,1
P09,A6,9,A,ambig,elmo,spoon1,spoon2,comb,0,0,0,0,1,0,0,0,1,0,0,0,0,0
P09,A6,9,A,ambig,500ms,spoon1,spoon2,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A6,9,A,ambig,peppa,spoon1,spoon2,comb,0,0,0,0,0,0,0,1,0,0,0,0,1,0
P09,A13,10,A,control,start,car1,cat2,dolphin,0,0,0,2,0,0,0,0,1,0,1,1,0,0
P09,A13,10,A,control,elmo,car1,cat2,dolphin,0,0,0,2,0,0,0,0,1,0,0,0,0,0
P09,A13,10,A,control,500ms,car1,cat2,dolphin,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P09,A13,10,A,control,peppa,car1,cat2,dolphin,0,0,0,0,0,1,1,0,0,1,0,0,0,0
P09,A8,11,A,ambig,start,flower1,tree2,pencil,0,0,0,1,0,1,0,0,0,1,0,0,0,0
P09,A8,11,A,ambig,elmo,flower1,tree2,pencil,0,0,1,0,2,1,0,0,1,0,0,1,0,0
P09,A8,11,A,ambig,500ms,flower1,tree2,pencil,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P09,A8,11,A,ambig,peppa,flower1,tree2,pencil,0,0,1,0,1,1,1,0,0,0,0,1,0,0
P09,A11,12,A,control,start,book2,bird1,playground,0,0,0,0,0,0,1,1,1,0,0,0,1,0
P09,A11,12,A,control,elmo,book2,bird1,playground,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P09,A11,12,A,control,500ms,book2,bird1,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A11,12,A,control,peppa,book2,bird1,playground,0,0,1,0,0,0,0,1,1,0,0,0,1,0
P09,A2,13,A,ambig,start,flower2,flower1,cane,0,0,2,0,0,0,2,0,2,0,0,0,0,0
P09,A2,13,A,ambig,elmo,flower2,flower1,cane,0,0,2,1,0,1,0,0,1,0,0,0,0,0
P09,A2,13,A,ambig,500ms,flower2,flower1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A2,13,A,ambig,peppa,flower2,flower1,cane,0,0,1,0,0,1,2,0,0,1,0,0,0,0
P09,A5,14,A,ambig,start,shoe1,shoe2,paintbrush,0,0,1,1,0,1,0,0,1,0,0,0,1,0
P09,A5,14,A,ambig,elmo,shoe1,shoe2,paintbrush,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P09,A5,14,A,ambig,500ms,shoe1,shoe2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A5,14,A,ambig,peppa,shoe1,shoe2,paintbrush,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P09,A3,15,A,ambig,start,clock1,clock2,cake,0,0,2,0,0,0,1,0,2,0,0,0,0,0
P09,A3,15,A,ambig,elmo,clock1,clock2,cake,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P09,A3,15,A,ambig,500ms,clock1,clock2,cake,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P09,A3,15,A,ambig,peppa,clock1,clock2,cake,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P09,A14,16,A,control,start,cat1,chair2,hairbrush,0,0,0,1,0,1,0,0,1,0,0,0,1,0
P09,A14,16,A,control,elmo,cat1,chair2,hairbrush,0,0,0,2,0,0,0,0,1,0,0,0,0,0
P09,A14,16,A,control,500ms,cat1,chair2,hairbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09,A14,16,A,control,peppa,cat1,chair2,hairbrush,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P04,D12,1,D,control,start,clock2,shoe1,dress,0,0,0,1,0,1,0,0,0,0,0,0,0,0
P04,D12,1,D,control,elmo,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P04,D12,1,D,control,500ms,clock2,shoe1,dress,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P04,D12,1,D,control,peppa,clock2,shoe1,dress,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P04,D7,2,D,ambig,start,chair2,chair1,kangaroo,1,1,0,1,0,0,0,1,1,0,1,1,0,1
P04,D7,2,D,ambig,elmo,chair2,chair1,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D7,2,D,ambig,500ms,chair2,chair1,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D7,2,D,ambig,peppa,chair2,chair1,kangaroo,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P04,D9,3,D,control,start,fish2,flower1,playdoh,0,0,2,0,0,0,1,0,1,0,0,0,0,0
P04,D9,3,D,control,elmo,fish2,flower1,playdoh,0,0,0,2,0,1,0,0,1,0,0,0,0,0
P04,D9,3,D,control,500ms,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P04,D9,3,D,control,peppa,fish2,flower1,playdoh,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P04,D8,4,D,ambig,start,dog2,dog1,rainbow,0,1,0,1,0,2,0,0,0,2,0,0,0,0
P04,D8,4,D,ambig,elmo,dog2,dog1,rainbow,0,1,2,0,1,2,0,0,0,0,0,1,0,0
P04,D8,4,D,ambig,500ms,dog2,dog1,rainbow,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D8,4,D,ambig,peppa,dog2,dog1,rainbow,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D14,5,D,control,start,spoon2,toothbrush1,comb,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P04,D14,5,D,control,elmo,spoon2,toothbrush1,comb,0,0,0,1,0,0,0,0,1,0,0,1,0,0
P04,D14,5,D,control,500ms,spoon2,toothbrush1,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P04,D14,5,D,control,peppa,spoon2,toothbrush1,comb,0,0,2,1,0,2,0,0,0,1,0,0,0,0
P04,D16,6,D,control,start,tree2,fish1,pencil,0,0,2,0,0,0,1,2,1,0,0,1,1,0
P04,D16,6,D,control,elmo,tree2,fish1,pencil,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P04,D16,6,D,control,500ms,tree2,fish1,pencil,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P04,D16,6,D,control,peppa,tree2,fish1,pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P04,D3,7,D,ambig,start,book2,book1,apple,1,1,0,0,0,0,1,1,0,0,1,0,1,1
P04,D3,7,D,ambig,elmo,book2,book1,apple,1,1,1,0,0,0,1,0,2,0,0,0,0,0
P04,D3,7,D,ambig,500ms,book2,book1,apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D3,7,D,ambig,peppa,book2,book1,apple,1,1,1,0,0,0,1,0,0,0,0,0,0,0
P04,D6,8,D,ambig,start,cat2,cat1,brush,0,0,1,0,0,1,0,0,0,1,0,0,0,0
P04,D6,8,D,ambig,elmo,cat2,cat1,brush,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P04,D6,8,D,ambig,500ms,cat2,cat1,brush,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P04,D6,8,D,ambig,peppa,cat2,cat1,brush,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P04,D15,9,D,control,start,toothbrush2,tree1,door,0,0,1,0,0,0,1,0,1,0,1,0,0,1
P04,D15,9,D,control,elmo,toothbrush2,tree1,door,0,0,0,0,1,0,0,0,1,0,0,1,0,0
P04,D15,9,D,control,500ms,toothbrush2,tree1,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P04,D15,9,D,control,peppa,toothbrush2,tree1,door,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P04,D4,10,D,ambig,start,bus2,bus1,torch,1,1,0,1,0,1,1,0,0,1,0,0,0,0
P04,D4,10,D,ambig,elmo,bus2,bus1,torch,1,1,1,0,0,1,0,0,1,0,0,0,0,0
P04,D4,10,D,ambig,500ms,bus2,bus1,torch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D4,10,D,ambig,peppa,bus2,bus1,torch,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P04,D10,11,D,control,start,flower2,cup1,cane,0,0,0,1,0,0,1,0,0,1,0,0,0,0
P04,D10,11,D,control,elmo,flower2,cup1,cane,0,0,1,1,0,1,0,0,1,0,0,0,0,0
P04,D10,11,D,control,500ms,flower2,cup1,cane,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P04,D10,11,D,control,peppa,flower2,cup1,cane,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P04,D11,12,D,control,start,cup2,clock1,cake,0,0,0,1,0,0,1,0,1,1,0,0,0,1
P04,D11,12,D,control,elmo,cup2,clock1,cake,0,0,0,2,0,1,0,0,1,1,0,0,0,0
P04,D11,12,D,control,500ms,cup2,clock1,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P04,D11,12,D,control,peppa,cup2,clock1,cake,0,0,0,0,0,0,1,0,0,2,0,0,0,0
P04,D2,13,D,ambig,start,bird2,bird1,playground,0,1,1,1,0,1,0,0,1,0,0,0,0,0
P04,D2,13,D,ambig,elmo,bird2,bird1,playground,0,1,1,2,0,0,1,0,3,0,0,0,0,0
P04,D2,13,D,ambig,500ms,bird2,bird1,playground,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D2,13,D,ambig,peppa,bird2,bird1,playground,0,1,2,0,0,1,1,0,0,1,0,0,0,0
P04,D13,14,D,control,start,shoe2,spoon1,paintbrush,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P04,D13,14,D,control,elmo,shoe2,spoon1,paintbrush,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P04,D13,14,D,control,500ms,shoe2,spoon1,paintbrush,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P04,D13,14,D,control,peppa,shoe2,spoon1,paintbrush,0,0,2,0,0,1,1,0,0,0,1,0,1,0
P04,D5,15,D,ambig,start,car2,car1,dolphin,1,1,1,1,0,1,0,0,1,0,0,0,0,0
P04,D5,15,D,ambig,elmo,car2,car1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D5,15,D,ambig,500ms,car2,car1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P04,D5,15,D,ambig,peppa,car2,car1,dolphin,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P04,D1,16,D,ambig,start,bike2,bike1,candle,1,1,0,1,0,0,2,1,0,3,0,0,0,0
P04,D1,16,D,ambig,elmo,bike2,bike1,candle,1,1,2,0,0,2,0,0,0,0,0,1,0,0
P04,D1,16,D,ambig,500ms,bike2,bike1,candle,1,1,0,1,0,0,0,0,0,0,1,0,0,0
P04,D1,16,D,ambig,peppa,bike2,bike1,candle,1,1,0,0,0,1,0,0,0,0,0,0,1,0
P30,B7,1,B,ambig,start,toothbrush2,toothbrush1,door,1,1,0,1,0,1,1,0,0,0,1,0,1,0
P30,B7,1,B,ambig,elmo,toothbrush2,toothbrush1,door,1,1,1,1,1,0,1,0,2,1,0,1,0,0
P30,B7,1,B,ambig,500ms,toothbrush2,toothbrush1,door,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P30,B7,1,B,ambig,peppa,toothbrush2,toothbrush1,door,1,1,0,0,0,0,1,0,0,0,1,0,0,0
P30,B13,2,B,control,start,car2,cat1,dolphin,1,1,2,1,0,2,1,1,1,1,0,0,1,0
P30,B13,2,B,control,elmo,car2,cat1,dolphin,1,1,1,0,0,1,0,0,0,0,0,0,0,0
P30,B13,2,B,control,500ms,car2,cat1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
